# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-1068421.68064,-858240.36642,337165.85823,  -0.00000,  -0.00000,   0.00000,1141131.56446,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-473499004.26207,   0.00000
-2136843.36128,-1716480.73283,674331.71647,  -0.00001,  -0.00000,   0.00001,2282263.12892,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472357872.69761,   0.00000
-3218401.37406,-2605372.54091,1011497.57470,  -0.00001,  -0.00001,   0.00001,3439523.36040,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471200612.46612,   0.00000
-4262739.77911,-3465802.29601,1353042.21032,  -0.00001,  -0.00001,   0.00002,4571771.24695,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470068364.57958,   0.00000
-5335540.23713,-4363451.65885,1694586.84593,  -0.00002,  -0.00001,   0.00002,5730724.37287,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-468909411.45366,   0.00000
-6393014.97432,-5254532.85561,2036131.48155,  -0.00002,  -0.00001,   0.00003,6879385.36456,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467760750.46197,   0.00000
-7441732.15676,-6154371.60713,2377676.11716,  -0.00002,  -0.00001,   0.00003,8025989.87244,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466614145.95409,   0.00000
-8490449.33919,-7054210.35865,2723599.53016,  -0.00002,  -0.00002,   0.00004,9176610.55561,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465463525.27092,   0.00000
-9536977.13293,-7978132.38577,3069522.94315,  -0.00003,  -0.00002,   0.00004,10333594.55213,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464306541.27440,   0.00000
-10576936.76060,-8886728.69205,3415446.35615,  -0.00003,  -0.00002,   0.00004,11482464.54968,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463157671.27685,   0.00000
-11630032.72041,-9825976.43999,3761369.76914,  -0.00003,  -0.00002,   0.00005,12648112.67307,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461992023.15346,   0.00000
-12667802.95940,-10758656.02186,4111671.95951,  -0.00004,  -0.00002,   0.00005,13807639.75232,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460832496.07421,   0.00000
-13696815.64362,-11700093.15849,4461974.14989,  -0.00004,  -0.00003,   0.00006,14965579.16121,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459674556.66532,   0.00000
-14725828.32784,-12641530.29512,4812276.34026,  -0.00004,  -0.00003,   0.00006,16123749.99625,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458516385.83028,   0.00000
-15761409.17814,-13598293.15258,5166957.30802,  -0.00005,  -0.00003,   0.00007,17294498.45791,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457345637.36862,   0.00000
-16788232.47367,-14563813.56480,5517259.49839,  -0.00005,  -0.00003,   0.00007,18459934.57271,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456180201.25382,   0.00000
-17815055.76920,-15529333.97701,5871940.46614,  -0.00005,  -0.00004,   0.00008,19629557.54683,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-455010578.27970,   0.00000
-18833121.50998,-16503611.94399,6226621.43390,  -0.00005,  -0.00004,   0.00008,20797922.66925,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453842213.15728,   0.00000
-19857755.41682,-17493215.63180,6585681.17903,  -0.00006,  -0.00004,   0.00009,21979095.42362,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-452661040.40291,   0.00000
-20867063.60284,-18476251.15353,6944740.92416,  -0.00006,  -0.00004,   0.00009,23150580.37376,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451489555.45277,   0.00000
-21882939.95492,-19474612.39610,7303800.66930,  -0.00006,  -0.00005,   0.00009,24331015.76158,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-450309120.06495,   0.00000
