# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-2472271.32545,-1268480.50942,832528.22791,  -0.00001,  -0.00000,   0.00001,2581559.61967,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472058576.20686,   0.00000
-4936104.86481,-2517272.85128,1665056.45582,  -0.00002,  -0.00000,   0.00002,5156889.57416,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-469483246.25237,   0.00000
-7399938.40416,-3766065.19315,2497584.68373,  -0.00003,  -0.00000,   0.00003,7732235.94611,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466907899.88042,   0.00000
-9852521.56206,-5026107.91647,3324487.72091,  -0.00004,  -0.00000,   0.00004,10294210.07742,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464345925.74911,   0.00000
-12296666.93386,-6266462.47224,4157015.94882,  -0.00004,  -0.00000,   0.00005,12855439.02478,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461784696.80174,   0.00000
-14721124.13812,-7498379.24192,4983918.98600,  -0.00005,  -0.00001,   0.00006,15397108.84769,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459243026.97884,   0.00000
-17145581.34237,-8730296.01160,5810822.02318,  -0.00006,  -0.00001,   0.00008,17938784.38923,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456701351.43730,   0.00000
-19541912.59297,-9934086.82763,6637725.06037,  -0.00007,  -0.00001,   0.00009,20460194.38678,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-454179941.43975,   0.00000
-21946681.62967,-11157565.81122,7459002.90682,  -0.00008,  -0.00001,   0.00010,22982313.58799,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451657822.23854,   0.00000
-24331762.49882,-12372607.00871,8285905.94400,  -0.00009,  -0.00001,   0.00011,25495831.95744,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-449144303.86909,   0.00000
-26708405.58188,-13567960.03865,9107183.79045,  -0.00010,  -0.00001,   0.00012,27997719.16576,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-446642416.66077,   0.00000
-29085048.66493,-14763313.06858,9928461.63690,  -0.00010,  -0.00001,   0.00013,30499620.34146,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-444140515.48507,   0.00000
-31442003.58043,-15950228.31243,10749739.48335,  -0.00011,  -0.00001,   0.00014,32987466.30983,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-441652669.51669,   0.00000
-33798958.49594,-17137143.55627,11571017.32981,  -0.00012,  -0.00001,   0.00015,35475329.55479,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-439164806.27174,   0.00000
-36136225.24389,-18315621.01403,12392295.17626,  -0.00013,  -0.00001,   0.00016,37949153.88738,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-436690981.93914,   0.00000
-38473491.99184,-19494098.47178,13207947.83198,  -0.00014,  -0.00001,   0.00017,40417484.80087,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-434222651.02566,   0.00000
-40810758.73979,-20672575.92953,14023600.48770,  -0.00015,  -0.00001,   0.00018,42885825.48588,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-431754310.34065,   0.00000
-43119899.53409,-21822927.43363,14839253.14343,  -0.00015,  -0.00002,   0.00019,45334024.31607,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-429306111.51046,   0.00000
-45437478.11449,-22992967.10529,15654905.79915,  -0.00016,  -0.00002,   0.00020,47788353.61065,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-426851782.21588,   0.00000
-47726930.74125,-24134880.82330,16470558.45487,  -0.00017,  -0.00002,   0.00021,50222569.55074,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-424417566.27579,   0.00000
-50016383.36800,-25276794.54131,17280585.91987,  -0.00018,  -0.00002,   0.00022,52651277.76804,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-421988858.05849,   0.00000
