# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-2028127.59458,-3346410.53105,608438.27837,  -0.00000,  -0.00001,   0.00001,3104095.49743,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471536040.32910,   0.00000
-4030903.59422,-6667469.46717,1216876.55675,  -0.00001,  -0.00002,   0.00002,6186256.69570,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-468453879.13083,   0.00000
-6026074.11539,-9970782.28684,1815174.19715,  -0.00001,  -0.00003,   0.00002,9248241.33037,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465391894.49616,   0.00000
-7978146.92517,-13241138.03310,2413471.83755,  -0.00001,  -0.00004,   0.00003,12280609.06545,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-462359526.76108,   0.00000
-9897262.66154,-16468396.06797,3006699.15896,  -0.00001,  -0.00006,   0.00004,15273917.48182,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459366218.34471,   0.00000
-11816378.39791,-19695654.10284,3594856.16139,  -0.00002,  -0.00007,   0.00005,18264261.81840,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456375874.00813,   0.00000
-13692396.42289,-22889955.06430,4177942.84483,  -0.00002,  -0.00008,   0.00005,21222135.68538,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453418000.14115,   0.00000
-15560808.96939,-26066509.90930,4755959.20928,  -0.00002,  -0.00009,   0.00006,24162847.04743,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-450477288.77910,   0.00000
-17386123.80451,-29210107.68090,5328905.25475,  -0.00002,  -0.00010,   0.00007,27071180.92797,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-447568954.89856,   0.00000
-19196227.68267,-32318213.21959,5896780.98123,  -0.00002,  -0.00011,   0.00008,29948127.84655,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-444692007.97998,   0.00000
-20970839.32793,-35411107.80132,6464656.70772,  -0.00003,  -0.00012,   0.00008,32810019.27392,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-441830116.55261,   0.00000
-22730240.01623,-38468510.15014,7027462.11521,  -0.00003,  -0.00013,   0.00009,35640528.71283,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-438999607.11370,   0.00000
-24454148.47162,-41510701.54201,7580126.88473,  -0.00003,  -0.00014,   0.00010,38450095.34550,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-436190040.48102,   0.00000
-26162845.97005,-44517400.70097,8132791.65425,  -0.00003,  -0.00015,   0.00011,41231280.32418,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-433408855.50235,   0.00000
-27853797.35203,-47516494.38145,8680386.10479,  -0.00003,  -0.00016,   0.00011,44002088.23039,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-430638047.59613,   0.00000
-29494045.54414,-50464884.87207,9222910.23634,  -0.00004,  -0.00017,   0.00012,46726608.42172,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-427913527.40480,   0.00000
-31126688.25778,-53395529.24623,9765434.36789,  -0.00004,  -0.00018,   0.00013,49437014.44623,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-425203121.38030,   0.00000
-32733979.37648,-56300822.02547,10297817.86147,  -0.00004,  -0.00019,   0.00013,52119873.15436,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-422520262.67217,   0.00000
-34315918.90025,-59180763.20977,10830201.35504,  -0.00004,  -0.00020,   0.00014,54781224.31518,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-419858911.51135,   0.00000
-35854760.71263,-62027747.32065,11352444.21065,  -0.00004,  -0.00021,   0.00015,57407745.42147,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-417232390.40505,   0.00000
-37385997.04654,-64856985.31509,11874687.06625,  -0.00004,  -0.00022,   0.00015,60020186.90951,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-414619948.91702,   0.00000
