# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-1850439.07348,-222252.46632,334627.30883,  -0.00001,   0.00000,   0.00000,1843416.00922,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472796719.81731,   0.00000
-3683397.61591,-437013.27646,674249.05511,  -0.00002,   0.00001,   0.00001,3675940.73742,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470964195.08911,   0.00000
-5498875.62727,-644282.43044,1018865.23884,  -0.00002,   0.00001,   0.00001,5497650.69691,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-469142485.12962,   0.00000
-7296873.10758,-844059.92825,1363481.42257,  -0.00003,   0.00001,   0.00002,7305822.39641,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467334313.43012,   0.00000
-9069898.40066,-1018865.23884,1713092.04374,  -0.00004,   0.00001,   0.00002,9102977.10773,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465537158.71880,   0.00000
-10832934.81885,-1203659.42432,2067697.10235,  -0.00005,   0.00002,   0.00003,10889821.97433,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463750313.85220,   0.00000
-12588479.58087,-1370973.07873,2427296.59841,  -0.00005,   0.00002,   0.00003,12679362.17098,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461960773.65555,   0.00000
-14309063.28077,-1523303.42082,2786896.09447,  -0.00006,   0.00002,   0.00004,14442059.05558,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460198076.77095,   0.00000
-16029646.98068,-1675633.76290,3151490.02798,  -0.00007,   0.00002,   0.00004,16207812.35496,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458432323.47157,   0.00000
-17715269.61846,-1812980.79264,3521078.39893,  -0.00008,   0.00003,   0.00005,17949769.15531,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456690366.67122,   0.00000
-19393400.60008,-1932847.29133,3890666.76989,  -0.00008,   0.00003,   0.00005,19691807.11388,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-454948328.71265,   0.00000
-21061542.70681,-2062702.66491,4265249.57828,  -0.00009,   0.00003,   0.00006,21423741.15558,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453216394.67095,   0.00000
-22704712.62631,-2167585.85126,4644826.82412,  -0.00010,   0.00003,   0.00006,23145436.67116,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451494699.15537,   0.00000
-24330402.01476,-2264977.38144,5029398.50741,  -0.00011,   0.00004,   0.00007,24857098.03119,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-449783037.79534,   0.00000
-25938610.87214,-2354877.25546,5413970.19070,  -0.00011,   0.00004,   0.00007,26555751.83950,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-448084383.98703,   0.00000
-27536830.85464,-2454766.00436,5803536.31143,  -0.00012,   0.00004,   0.00008,28244460.59951,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-446395675.22702,   0.00000
-29102586.99374,-2512202.03498,6198096.86961,  -0.00013,   0.00005,   0.00008,29923391.60154,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-444716744.22499,   0.00000
-30658354.25795,-2579626.94050,6597651.86524,  -0.00013,   0.00005,   0.00009,31592547.77265,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-443047588.05388,   0.00000
-32214121.52215,-2647051.84601,6997206.86086,  -0.00014,   0.00005,   0.00009,33262092.09653,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-441378043.73000,   0.00000
-33734927.72425,-2699493.43918,7401756.29393,  -0.00015,   0.00005,   0.00010,34908786.65937,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-439731349.16716,   0.00000
-35230761.73911,-2726962.84513,7811300.16444,  -0.00015,   0.00006,   0.00010,36546123.61914,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-438094012.20739,   0.00000
